Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1lqj3wgPj8gHCdq46hUjvr,"I / Me / Myself","The Normal Album","Will Wood",2020-07-10,291715,58,true,,2024-12-20T13:40:43Z,"","Will Wood",0.48,0.954,11,-5.273,0,0.0584,0.165,0.00000514,0.807,0.762,172.016,4
spotify:track:3QVHm5ISM0G6G37TMhwRA2,"tired of myself","the world doesn't care","usedcvnt",2024-12-13,258760,37,false,,2024-12-19T20:12:29Z,"breakcore,jungle,speedcore","usedcvnt",0.309,0.984,3,-4.544,1,0.067,0.0297,0.923,0.17,0.0393,164.979,4
spotify:track:0BVIfVKh1wkQjNK32GMHM2,"little mystery","two more days","Fred again..;John Martyn",2024-12-13,178500,41,false,,2024-12-16T19:49:32Z,"stutter house,house,folk rock,folk","Atlantic Records UK",0.633,0.594,8,-12.47,1,0.265,0.82,0.0016,0.249,0.789,120.172,3
spotify:track:5TDGAqGkQAbjr3a2sjFFIk,"light dark light","two more days","Fred again..;Angie McMahon",2024-12-13,186976,40,false,,2024-12-16T19:15:55Z,"stutter house,house","Atlantic Records UK",0.651,0.0995,5,-15.241,1,0.0866,0.967,0.00188,0.697,0.328,171.977,4
spotify:track:7vTENp2sLS3sPY5z4npYNr,"Headlock","Speak for Yourself","Imogen Heap",2005-07-18,215481,4,false,,2024-12-15T19:17:25Z,"","Sony BMG Music UK",0.805,0.371,7,-10.721,0,0.0352,0.8,0,0.12,0.808,119.974,4
spotify:track:1kYjm4rIRWdHNnVWY3n6XR,"a tear at eventide","the world doesn't care","usedcvnt;Bendel",2024-12-13,152400,41,false,,2024-12-15T17:19:21Z,"breakcore,jungle,speedcore,melodic bass,future bass","usedcvnt",0.195,0.944,1,-2.153,0,0.0645,0.00235,0.523,0.708,0.0387,177.06,4
spotify:track:1qyVIe9T5ZY1xNoStJQboy,"first love theory","the world doesn't care","usedcvnt",2024-12-13,243939,39,false,,2024-12-14T12:11:07Z,"breakcore,jungle,speedcore","usedcvnt",0.0772,0.982,2,-3.592,0,0.097,0.00013,0.757,0.157,0.0671,83.531,4
spotify:track:1nwc5BBN42UjaCFDw6hJTA,"stronger","stronger","pecq",2024-09-09,186643,21,false,,2024-12-10T23:58:06Z,"","Upcycled Sounds",0.702,0.932,8,-4.249,0,0.0543,0.12,0.379,0.161,0.73,127.981,4
spotify:track:4RMds1EdYrghXxBA3pBJeb,"Knives Out","KID A MNESIA","Radiohead",2021-11-05,254866,43,false,,2024-12-09T21:42:04Z,"art rock,alternative rock","XL Recordings",0.432,0.675,2,-6.702,0,0.0337,0.091,0.287,0.159,0.184,137.262,4
spotify:track:3EXR2NUmkNPJQihjvMlLGb,"I Might Be Wrong","KID A MNESIA","Radiohead",2021-11-05,293773,42,false,,2024-12-09T21:41:57Z,"art rock,alternative rock","XL Recordings",0.602,0.735,7,-8.321,0,0.0254,0.261,0.794,0.11,0.505,102.895,4
spotify:track:08QGvTyesyJiodOHSH2QsW,"You And Whose Army?","KID A MNESIA","Radiohead",2021-11-05,191000,44,false,,2024-12-09T21:38:48Z,"art rock,alternative rock","XL Recordings",0.295,0.15,1,-10.244,0,0.0325,0.794,0.205,0.103,0.131,137.504,4
spotify:track:6odVNrn820IkdNB1zC3kii,"Pyramid Song","KID A MNESIA","Radiohead",2021-11-05,288733,45,false,,2024-12-09T21:38:30Z,"art rock,alternative rock","XL Recordings",0.12,0.336,11,-8.298,0,0.0352,0.786,0.404,0.111,0.0679,72.64,4
spotify:track:5RxiwMqRNyPYjJTobU65UT,"Motion Picture Soundtrack","KID A MNESIA","Radiohead",2021-11-05,200482,55,false,,2024-12-09T21:37:49Z,"art rock,alternative rock","XL Recordings",0.112,0.13,7,-16.128,1,0.0347,0.921,0.706,0.13,0.0427,90.835,4
spotify:track:6rBZtu8XpzdZT83CEp4zVT,"In Limbo","KID A MNESIA","Radiohead",2021-11-05,211000,43,false,,2024-12-09T21:36:20Z,"art rock,alternative rock","XL Recordings",0.366,0.635,0,-10.544,1,0.032,0.675,0.819,0.135,0.509,88.949,4
spotify:track:2NLpanao1S1XKsGpi1hOsT,"Optimistic","KID A MNESIA","Radiohead",2021-11-05,315973,45,false,,2024-12-09T21:34:53Z,"art rock,alternative rock","XL Recordings",0.402,0.757,7,-9.931,0,0.0371,0.0496,0.846,0.305,0.573,157.96,4
spotify:track:7hFmiFUYmIjELj5d0UjbVh,"How to Disappear Completely","KID A MNESIA","Radiohead",2021-11-05,356333,52,false,,2024-12-09T21:34:39Z,"art rock,alternative rock","XL Recordings",0.167,0.302,6,-11.644,0,0.0345,0.316,0.797,0.11,0.19,102.026,4
spotify:track:0miTrcyv4jTWBap85dMhwW,"Unlucky","Unlucky","Cadmium",2024-12-08,281097,0,false,,2024-12-08T18:38:46Z,"","4167028 Records DK2",0.603,0.135,7,-24.826,1,0.0377,0.575,0.362,0.0852,0.099,120.061,4
spotify:track:6r7FXNO57mlZCBY6PXcZZT,"Five Hours","Five Hours","Deorro",2014-10-14,326887,64,false,,2024-12-07T22:31:02Z,"melbourne bounce,electro house","Ultra Records, LLC",0.88,0.821,5,-2.545,0,0.118,0.0197,0.661,0.234,0.575,127.907,4
spotify:track:62dUmjtkYOUwYOALt6pefh,"Everything In Its Right Place","KID A MNESIA","Radiohead",2021-11-05,251426,54,false,,2024-12-07T13:26:52Z,"art rock,alternative rock","XL Recordings",0.296,0.463,5,-11.412,0,0.0449,0.705,0.0482,0.0954,0.0629,123.943,5
spotify:track:4T1iiabe7G0UjWQJCY6NE2,"Videotape","In Rainbows","Radiohead",2007-12-28,279634,63,false,,2024-12-07T13:03:05Z,"art rock,alternative rock","XL Recordings",0.596,0.383,1,-11.194,0,0.0324,0.694,0.808,0.0889,0.0506,77.423,4
spotify:track:5Qv2Nby1xTr9pQyjkrc94J,"All I Need","In Rainbows","Radiohead",2007-12-28,228746,82,false,,2024-12-07T12:06:21Z,"art rock,alternative rock","XL Recordings",0.67,0.478,4,-8.689,0,0.0355,0.531,0.428,0.138,0.0997,88.014,4
spotify:track:3lsd1CbDC5ejAOJhPn5dB9,"Episode X","Episode X","Ado",2024-12-05,202962,56,false,,2024-12-06T11:57:47Z,"j-pop,anime,vocaloid,j-rock","Universal Music LLC",0.48,0.924,8,-1.323,1,0.0781,0.0103,0,0.342,0.578,173.882,4
spotify:track:4pWIwnnqx8k01fuF95UMIg,"Bodysnatchers","In Rainbows","Radiohead",2007-12-28,242293,66,false,,2024-12-06T08:48:18Z,"art rock,alternative rock","XL Recordings",0.342,0.976,2,-4.986,1,0.0573,0.00443,0.0175,0.0974,0.733,166.663,4
spotify:track:10nyNJ6zNy2YVYLrcwLccB,"No Surprises","OK Computer","Radiohead",1997-05-28,229120,86,false,,2024-12-03T18:05:03Z,"art rock,alternative rock","XL Recordings",0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4
spotify:track:2PDQReEXBViVwkrbQ34vd7,"Climbing Up the Walls","OK Computer","Radiohead",1997-05-28,285200,65,false,,2024-12-03T18:01:46Z,"art rock,alternative rock","XL Recordings",0.243,0.656,11,-7.475,0,0.041,0.0979,0.141,0.195,0.221,77.712,4
spotify:track:0gTRROuntlrPQ64W3J2Etv,"Electioneering","OK Computer","Radiohead",1997-05-28,230626,61,false,,2024-12-03T17:54:39Z,"art rock,alternative rock","XL Recordings",0.201,0.888,9,-5.491,0,0.0707,0.00267,0.0981,0.291,0.329,78.977,4
spotify:track:49X0LAl6faAusYq02PRAY6,"Lady - Hear Me Tonight","Modjo (Remastered)","Modjo",2001,307153,81,false,,2024-11-30T16:07:43Z,"french house,disco house","Modjo Music",0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,4
spotify:track:7bOmiFvStoWQ1Z3cxXshq5,"Nine Red Squares","Sewerslvt Presents: Cynthoni, Pt. 2","Cynthoni;Sewerslvt",2024-08-02,213333,44,false,,2024-11-29T15:58:49Z,"breakcore,jungle,speedcore,hyperpop","Cynthoni",0.189,0.277,9,-30.108,1,0.087,0.533,0.93,0.117,0.081,71.432,4
spotify:track:0z1o5L7HJx562xZSATcIpY,"Exit Music (For A Film)","OK Computer","Radiohead",1997-05-28,267186,80,false,,2024-11-29T00:05:53Z,"art rock,alternative rock","XL Recordings",0.293,0.276,4,-11.357,0,0.0349,0.224,0.122,0.167,0.195,121.603,4
spotify:track:2CVV8PtUYYsux8XOzWkCP0,"Subterranean Homesick Alien","OK Computer","Radiohead",1997-05-28,267693,67,false,,2024-11-28T23:58:34Z,"art rock,alternative rock","XL Recordings",0.312,0.595,0,-8.919,1,0.0298,0.0484,0.00139,0.103,0.337,150.502,3
spotify:track:6LgJvl0Xdtc73RJ1mmpotq,"Paranoid Android","OK Computer","Radiohead",1997-05-28,387213,72,false,,2024-11-28T23:52:50Z,"art rock,alternative rock","XL Recordings",0.251,0.848,5,-6.501,1,0.0579,0.0377,0.00591,0.0545,0.207,163.709,4
spotify:track:6UO72VSXEONxdfLyABihs9,"Black Star","The Bends","Radiohead",1995-03-13,247040,71,false,,2024-11-28T23:35:10Z,"art rock,alternative rock","XL Recordings",0.289,0.555,7,-7.434,1,0.0402,0.00312,0.0496,0.27,0.306,158.671,4
spotify:track:1dyTcli07c77mtQK3ahUZR,"Just","The Bends","Radiohead",1995-03-13,234800,74,false,,2024-11-28T23:24:17Z,"art rock,alternative rock","XL Recordings",0.291,0.767,7,-6.913,0,0.0862,0.000401,0.012,0.0763,0.359,175.702,4
spotify:track:73CKjW3vsUXRpy3NnX4H7F,"Fake Plastic Trees","The Bends","Radiohead",1995-03-13,290706,81,false,,2024-11-28T23:12:43Z,"art rock,alternative rock","XL Recordings",0.463,0.229,2,-12.592,1,0.0297,0.167,0.0997,0.202,0.135,73.543,4
spotify:track:2a1iMaoWQ5MnvLFBDv4qkf,"High and Dry","The Bends","Radiohead",1995-03-13,257480,79,false,,2024-11-28T23:05:57Z,"art rock,alternative rock","XL Recordings",0.419,0.383,4,-11.782,1,0.0256,0.0724,0.0176,0.0896,0.35,87.568,4
spotify:track:4ch0ejqrSwJrotLroa9mXn,"Everybody Loves The Sunshine","Second Nature","Netsky;Babl Lemmens;Daddy Waku;Chantal Kashala",2020-10-30,200930,56,false,,2024-11-27T20:55:20Z,"drum and bass,liquid funk,chillstep","Hospital Records",0.531,0.865,6,-4.023,0,0.0494,0.000818,0.00991,0.104,0.0919,171.855,4
spotify:track:6cI9UEcMQ4cVlVisye8Cde,"unconditionally","unconditionally","Takayoshi",2023-07-13,77419,0,false,,2024-11-26T11:51:17Z,"","Takayoshi",0.898,0.341,3,-11.381,1,0.355,0.426,0.584,0.102,0.969,124.068,4
spotify:track:1EWTsgQAEsUrnQ8iawhDSN,"ITEM","5-STAR","Stray Kids",2023-06-02,191533,62,false,,2024-11-26T10:26:25Z,"k-pop,noise music","Republic Records - Stray Kids",0.762,0.819,7,-2.307,1,0.106,0.0317,0,0.332,0.704,161.994,4
spotify:track:7CMVo848b9LsUtVavIoiXC,"Hopes And Dreams","UNDERTALE Soundtrack","Toby Fox",2015-09-15,181285,64,false,,2024-11-25T21:10:23Z,"soundtrack","Materia Collective",0.447,0.827,0,-8.745,0,0.0632,0.000279,0.914,0.0879,0.391,170.652,4
spotify:track:2YOGCTiPJWMhZRdeadFj8G,"this is what autumn feels like","this is what autumn feels like","JVKE",2023-09-12,219909,70,false,,2024-11-24T17:45:27Z,"","JVKE",0.238,0.441,3,-7.42,1,0.0364,0.912,0.433,0.167,0.164,79.445,4
spotify:track:1JqovbqNQa5deYzyNsy7nR,"Long Gone","Long Gone","Superheaven",2024-11-12,211999,36,false,,2024-11-23T22:36:18Z,"shoegaze,post-grunge","Blue Grape Music Inc.",0.439,0.885,9,-3.613,1,0.0626,0.000194,0.1,0.126,0.414,114.975,4
spotify:track:16DaOib2JvjN7DxMlVCVPi,"Charlie","Charlie","The Hex",2024-11-16,242495,10,false,,2024-11-23T22:10:15Z,"","5570228 Records DK2",0.367,0.955,9,-3.692,1,0.0565,0.000114,0.00312,0.0587,0.356,159.91,4
spotify:track:0TyVpZmd5MmcmDkFxiQtOI,"Ethanol","Ethanol","The Hex",2023-07-25,149916,10,true,,2024-11-23T22:07:59Z,"","5570228 Records DK2",0.589,0.615,0,-9.169,0,0.0319,0.00414,0.000382,0.0876,0.545,141.974,4
spotify:track:13ITwIrXMwVHVzQK9TjHUJ,"Kreuzberg","Kreuzberg","Boyc0tt",2024-09-29,137600,0,false,,2024-11-21T09:16:31Z,"electroclash,witch house","Boyc0tt",0.348,0.977,7,-4.434,1,0.852,0.0126,0.00000194,0.297,0.119,149.967,4
spotify:track:1EGa3uFmvkGChrZeIKxGwB,"Soma - 2011 Remaster","Siamese Dream (Deluxe Edition)","The Smashing Pumpkins",1993,398240,51,false,,2024-11-21T09:09:41Z,"alternative rock,rock","Virgin Records",0.291,0.281,7,-11.798,1,0.0324,0.0241,0.83,0.115,0.0981,134.683,4
spotify:track:2Pnw9Hzd4wVVTZwrq1pw6P,"floods (outro)","floods (outro)","Felix Bosques Harima",2024-08-16,110000,52,false,,2024-11-16T10:46:36Z,"","ShedRock Records",0.432,0.579,8,-9.254,0,0.0384,0.832,0.00369,0.351,0.343,132.859,1
spotify:track:4SauVG68Oqmznmm04IQ0rm,"Space Cowboy (Classic Radio)","Space Cowboy (Remixes)","Jamiroquai;David Morales",1994-09-26,243913,65,false,,2024-11-15T17:24:37Z,"acid jazz,disco house,funky house","Columbia",0.711,0.903,10,-7.355,0,0.0823,0.1,0.0305,0.149,0.672,118.871,4
spotify:track:7BpyfQEmvi0sUmOq29plEE,"You Don't Know Me (feat. Duane Harden) - Radio Edit","You Don't Know Me (feat. Duane Harden)","Armand Van Helden;Duane Harden",1998-01-01,242333,65,false,,2024-11-15T17:17:29Z,"disco house,funky house,future house","London Music Stream",0.772,0.682,10,-6.919,1,0.0701,0.0461,0.00285,0.0672,0.868,129.978,4
spotify:track:2mWfVxEo4xZYDaz0v7hYrN,"Juna","Charm","Clairo",2024-07-12,195109,80,false,,2024-11-15T17:16:26Z,"bedroom pop","Clairo",0.606,0.714,3,-6.244,1,0.0339,0.238,0.098,0.106,0.448,141.512,4
spotify:track:0IsIY8pfu1yaGkPUD7pkDx,"Guess featuring billie eilish","Brat and it’s completely different but also still brat","Charli xcx;Billie Eilish",2024-10-11,143330,80,false,,2024-11-15T17:01:14Z,"hyperpop,art pop","Atlantic Records",0.78,0.713,0,-4.493,1,0.0888,0.0167,0.206,0.144,0.615,130.034,4
spotify:track:5CXokdWISVHIcq4BsKwDvJ,"sometimes","loveless","my bloody valentine",1991-11-04,319160,51,false,,2024-11-14T19:55:22Z,"shoegaze,dream pop,slowcore,noise rock","Domino Recording Co",0.356,0.609,7,-14.697,1,0.0514,0.0000109,0.878,0.1,0.0952,128.432,4
spotify:track:0eEXcw3JLVXcRxYrVYMy68,"Electric Relaxation","The Anthology","A Tribe Called Quest",1999-10-26,226133,65,false,,2024-11-13T20:40:12Z,"jazz rap,east coast hip hop,hip hop,old school hip hop","Jive",0.866,0.534,11,-9.201,1,0.229,0.184,0.266,0.0929,0.841,98.243,4
spotify:track:1yZ9UIfQoAY1ciYD8PZXSy,"Don't Go","Deep End EP","borne;Alexis B",2023-12-08,189299,21,false,,2024-11-12T07:29:11Z,"uk garage,bass music,dubstep","NIGHTMODE",0.798,0.505,7,-7.095,0,0.0616,0.0111,0.0406,0.0984,0.291,132.976,4
spotify:track:5bYfOyo9S2ZsQ75BKdJDZz,"baked","baked","jabeau",2023-03-12,153230,21,false,,2024-11-10T14:55:22Z,"","2942255 Records DK",0.106,0.259,3,-14.433,1,0.0347,0.83,0.727,0.116,0.0361,80.579,4
spotify:track:0VaeksJaXy5R1nvcTMh3Xk,"Darling, I (feat. Teezo Touchdown)","CHROMAKOPIA","Tyler, The Creator;Teezo Touchdown",2024-10-28,253834,74,true,,2024-11-10T11:04:36Z,"","Columbia",0.373,0.818,3,-3.19,0,0.102,0.36,0,0.434,0.361,97.571,4
spotify:track:1cCHXELYfFYbpCZPB0gTbD,"Jane Doe","Wake","Hail The Sun",2014-09-23,171588,38,false,,2024-11-10T11:03:43Z,"post-hardcore,math rock,emo","Rise Records",0.386,0.526,11,-9.38,0,0.0325,0.85,0.0168,0.115,0.133,86.218,4
spotify:track:0bhus4i3IhpTFxF5srJAkA,"Made Your Mark","New Age Filth","Hail The Sun",2021-04-16,165372,29,false,,2024-11-10T11:03:27Z,"post-hardcore,math rock,emo","Rude Records Equal Vision",0.489,0.889,8,-4.637,1,0.0436,0.00674,0.0000234,0.358,0.479,150.842,3
spotify:track:4bnFodcbgz9teBNNLUoLEr,"Human Target Practice","Wake","Hail The Sun",2014-09-23,234768,52,false,,2024-11-10T11:03:22Z,"post-hardcore,math rock,emo","Rise Records",0.361,0.98,10,-3.123,0,0.105,0.000125,0.00631,0.386,0.256,188.005,3
spotify:track:0NLu1SGbhsMKb1fVbXHjir,"Jane Doe","Jane Doe","Howtodie",2022-10-14,120000,32,false,,2024-11-10T11:02:57Z,"jazz beats,lo-fi,lo-fi beats","Chill Select",0.768,0.294,10,-12.312,0,0.391,0.877,0.762,0.126,0.792,79.975,4
spotify:track:7CiZj5S4E5FVboR0yLVLzc,"Original Nuttah 25 (feat. IRAH) - Chase & Status Remix","Original Nuttah 25","Uk Apache;SHY FX;IRAH;Chase & Status",2019-08-23,223454,55,false,,2024-11-10T00:22:16Z,"jungle,drum and bass,bassline","Cult.ure",0.425,0.894,10,-4.991,0,0.0762,0.0258,0.00000156,0.0996,0.171,115.412,5
spotify:track:1YCSXPHGGLtBT3pLHuoWKv,"S u r r e a l i t y","S u r r e a l i t y","TOKYOPILL",2023-01-20,122666,45,false,,2024-11-10T00:22:05Z,"breakcore,jungle,speedcore,drum and bass,breakbeat","LISTEN TO THE KIDS",0.289,0.786,10,-8.264,0,0.103,0.153,0.866,0.113,0.422,179.996,4
spotify:track:0oAZgCm7aq794Wr9sjrCXJ,"Nothing Else Matters (feat. Cammie Robinson)","Nothing Else Matters (feat. Cammie Robinson)","MUZZ;Cammie Robinson",2024-10-11,181371,48,false,,2024-11-07T08:01:28Z,"drum and bass,drumstep,stutter house,hardstyle,frenchcore","DnB Allstars",0.335,0.878,10,-0.666,0,0.0438,0.00725,0,0.156,0.319,87.497,4
spotify:track:7cr1eQNigZRGQd5FGOdlnN,"Your Energy","Your Energy","YUSSI;MAMI",2024-10-25,182500,1,false,,2024-11-06T19:01:44Z,"drum and bass","DnB Active Records",0.456,0.947,0,-2.735,1,0.0437,0.00368,0.106,0.334,0.241,173.955,4
spotify:track:2zFpMThv5f6y4OW79sUR91,"Rain","Rain","reidenshi;Dagamon",2023-08-01,157974,54,false,,2024-11-04T18:55:52Z,"dark ambient","Cuddly Records",0.308,0.447,2,-16.549,1,0.03,0.939,0.953,0.133,0.0943,157.972,4
spotify:track:5wGyswmLznW0JynbejzquB,"Idea 22 - Anya Nami Remix","Idea 22 (Anya Nami Remix)","Gibran Alcocer;Anya Nami",2024-02-23,149173,0,false,,2024-11-04T18:29:23Z,"","The System",0.233,0.305,0,-11.174,0,0.0345,0.946,0.000157,0.122,0.21,135.176,4
spotify:track:0RZLmpEzGR2NHite6rvS5H,"Space Ghost Coast To Coast","Dreamland","Glass Animals",2020-08-07,187383,60,true,,2024-11-04T12:30:52Z,"","Polydor Records",0.903,0.529,8,-9.901,1,0.0623,0.105,0.00255,0.138,0.353,100.977,4
spotify:track:6Lto2Xj8y0U2bes2hmRMZu,"Wonderful Nothing","I Love You So F***ing Much","Glass Animals",2024-07-19,264214,59,true,,2024-11-04T12:25:51Z,"","Polydor Records",0.647,0.491,6,-8.972,0,0.0466,0.247,0.00329,0.227,0.484,89.013,4
spotify:track:5vbiscUoWSVvHWnadnffu1,"High Time","Incognito Rhythm","4am Kru",2024-09-12,222581,49,false,,2024-11-04T07:27:45Z,"jungle,breakbeat,drum and bass,uk garage","Embrace The Real Records",0.653,0.956,1,-6.967,0,0.106,0.0352,0.0224,0.0395,0.825,164.997,4
spotify:track:3IQOA52vnjuNhHlX6Ba0YR,"Freefall","DUSK","HAYLA",2024-11-01,219250,0,false,,2024-11-03T12:12:48Z,"","Restless Minds Music",0.639,0.815,2,-4.858,0,0.0411,0.0952,0.000095,0.116,0.28,126.982,4
spotify:track:1cH1TPIkt16pgC2xOdyplf,"Only I","DUSK","HAYLA",2024-11-01,228028,40,false,,2024-11-03T12:03:16Z,"","Restless Minds Music",0.52,0.809,9,-4.613,0,0.0355,0.0592,0.195,0.137,0.0378,122.029,4
spotify:track:0QUgSlWpeW7VCkLmrc58RU,"Saline Solution","Your City Gave Me Asthma","Wilbur Soot",2020-06-25,198112,51,true,,2024-11-03T11:18:13Z,"","2076193 Records DK2",0.573,0.21,9,-18.13,0,0.0605,0.91,0.0537,0.102,0.19,107.479,3
spotify:track:2INYbcxP73Z3zgOzJvAxqR,"The Beginning","Killswitch Melodies","Flawed Mangoes",2023-12-08,175384,63,false,,2024-11-03T11:09:28Z,"","its nbd",0.466,0.385,1,-13.537,1,0.0314,0.849,0.871,0.11,0.338,156.101,4
spotify:track:77oGPqxT7yDZ5OCRmR863C,"Classical Dragon (feat. Tim Henson)","Classical Dragon (feat. Tim Henson)","Marcin;Tim Henson",2024-06-07,198157,43,false,,2024-11-03T10:10:14Z,"math rock","Masterworks",0.682,0.795,4,-5.495,0,0.037,0.0615,0.469,0.103,0.208,116.965,4
spotify:track:3yw3m8wgRB4ptDyAvtdhq5,"Tomorrow","CHROMAKOPIA","Tyler, The Creator",2024-10-28,182326,64,true,,2024-11-01T12:01:05Z,"","Columbia",0.463,0.541,1,-6.594,1,0.0385,0.811,0.0000661,0.125,0.307,95.827,4
spotify:track:4BSR9I4ExlCJdXJo2GpBD5,"Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams)","CHROMAKOPIA","Tyler, The Creator;Daniel Caesar;LaToiya Williams",2024-10-28,253909,68,true,,2024-11-01T11:27:08Z,"","Columbia",0.503,0.658,6,-5.823,0,0.154,0.46,0,0.382,0.515,121.784,5
spotify:track:6aMk9gUq9pjZgmjsAm3FjS,"braincells","comfortable silence","tomcbumpz",2023-01-25,59999,51,false,,2024-11-01T11:19:17Z,"lo-fi hip hop","tomcbumpz",0.26,0.0449,3,-23.828,1,0.0364,0.954,0.88,0.111,0.244,164.195,4
spotify:track:1YNcvRZoNJUjR4opG7Qr9o,"Jump the Turnstile","Summer's Over","Jordana;TV Girl",2021-10-13,222750,61,false,,2024-11-01T11:19:06Z,"","Summer's Over",0.74,0.802,0,-8.342,0,0.0478,0.181,0.819,0.398,0.964,160.014,4
spotify:track:0NH4HBguRWaWJO83oqHyAp,"milk cassette x.mp3","milk cassette x.mp3","analog_mannequin",2021-12-14,200843,59,false,,2024-10-30T17:04:00Z,"dark ambient","analog_mannequin / dreamscape",0.131,0.0954,7,-30.192,1,0.0466,0.944,0.962,0.355,0.0774,71.072,4
spotify:track:5IU7VALvsWfzC8W5rjLNT0,"Problems","Everything So Far","Pinegrove",2015-10-15,80489,35,false,,2024-10-30T16:48:03Z,"midwest emo","Run For Cover Records",0.587,0.746,2,-5.435,1,0.0388,0.00771,0.0000217,0.144,0.313,125.429,4
spotify:track:3QFoRKFAdyzDOcKyPqqh6v,"Riff 2","Killswitch Melodies","Flawed Mangoes",2023-12-08,164000,57,false,,2024-10-30T16:26:46Z,"","its nbd",0.619,0.325,6,-16.335,1,0.0371,0.966,0.936,0.108,0.591,149.794,4
spotify:track:2NzVvoQyagqEB5o4ny9UkT,"The Raid","The Raid","Kage",2020-08-17,212903,30,false,,2024-10-29T09:37:09Z,"bass house,g-house","Monstercat",0.827,0.697,8,-6.367,1,0.155,0.18,0.619,0.318,0.538,124.063,4
spotify:track:4E1Zf6j2VSoRPiVBnUCjat,"Resonance","Odyssey","Home",2014-07-01,212938,1,false,,2024-10-29T08:53:01Z,"vaporwave,synthwave,chillwave","Unjaps AB",0.564,0.754,8,-8.849,1,0.0646,0.0424,0.84,0.224,0.457,170.084,5
spotify:track:2PTvdXK3tSB7QpZEOVQ7xk,"Broken","Vicennial: 2 Decades of Seether","Seether;Amy Lee",2021-10-15,258333,53,false,,2024-10-27T11:07:03Z,"post-grunge,alternative metal,rock","Craft Recordings",0.45,0.607,3,-2.692,0,0.0338,0.0131,0.000267,0.137,0.189,123.758,4
spotify:track:0sTjyzgd2K5htQpU8ienNe,"Swimming","Swimming","Flawed Mangoes",2024-01-10,188048,67,false,,2024-10-26T13:07:44Z,"","its nbd",0.498,0.368,9,-13.158,1,0.0291,0.913,0.914,0.102,0.638,163.995,4
spotify:track:2hCHRWARobYQFWFJeLpiBG,"Godspeed","Nobody's listening!","wishlane",2024-02-29,697531,16,false,,2024-10-26T10:42:19Z,"hyperpop","wishlane",0.26,0.321,8,-9.319,0,0.0364,0.0714,0.00000869,0.0986,0.0642,146.953,4
spotify:track:4oehASFyw6Buan4Oh7ogsY,"Can't Stay Quiet","Can't Stay Quiet / It's Like","Sandio",2024-05-15,263314,14,false,,2024-10-21T17:25:54Z,"breakcore","Sandio",0.496,0.993,9,-0.177,0,0.383,0.000247,0.806,0.434,0.463,175.031,4
spotify:track:6BAgi2ghNddbXU8ZqlY2Na,"LIKE THAT","LIKE THAT","nuphory",2024-08-23,93990,41,false,,2024-10-21T16:56:14Z,"rally house,breakcore,jungle","Aurorian Records",0.581,0.997,11,-1.717,0,0.115,0.000259,0.932,0.0942,0.477,124.983,4
spotify:track:3bQKA3WVmS7CyHQGuSZyLw,"Bolero Dub","Star Runner EP","Isenberg",2022-12-22,199261,30,false,,2024-10-21T16:56:09Z,"uk garage,rally house,bass house,bassline","Jungle Cakes",0.53,0.979,7,-3.235,1,0.109,0.00092,0.798,0.392,0.0396,176.09,4
spotify:track:0SpcAJlNgcujtwrVJTVvlM,"Belden Towers","Belden Towers","Starjunk 95",2023-08-25,168181,46,false,,2024-10-20T15:50:21Z,"rally house,breakcore","Smile Bomb",0.781,0.849,5,-5.321,0,0.0904,0.0029,0.771,0.397,0.333,132.048,4
spotify:track:6tr6rSUNVlBtTZUf0fFzKl,"Chromatically","Chromatically","Haywyre",2024-01-25,198000,38,false,,2024-10-20T15:48:11Z,"future bass","Monstercat",0.79,0.838,6,-5.452,1,0.0448,0.00643,0.884,0.115,0.591,119.991,4
spotify:track:1N9T1W6UKgiq4CS6n3h6oy,"remember tomorrow","a slice of life","Deathbrain",2024-05-06,275297,35,false,,2024-10-18T17:41:57Z,"breakcore,jungle","Deathbrain",0.31,0.802,2,-8.216,1,0.0499,0.0267,0.858,0.333,0.0682,169.872,4
spotify:track:24SUWisv2lYQiB3bVpE1sn,"Virtual Insanity","Pop Music: The Modern Era 1976-1999","Jamiroquai",1999-10-11,227840,64,false,,2024-10-18T07:09:32Z,"acid jazz","Sony Music Entertainment",0.627,0.914,6,-7.494,1,0.0769,0.0627,0,0.147,0.627,91.891,4
spotify:track:3sy4NoBaGDlu2cz4TsYs4r,"Believe What You Want","Stealing Fire","Virtual Riot",2024-10-18,278400,35,false,,2024-10-18T00:38:46Z,"dubstep,riddim,deathstep,bass music,future bass,edm,drumstep,dub","Monstercat",0.648,0.909,11,-3.927,0,0.0941,0.0115,0.116,0.0826,0.524,150.093,4
