Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0ktPThFb6CZA6jCQMLbD35,"Perfume","Angel","Unprocessed",2025-10-31,271282,46,true,,2025-11-05T19:21:50Z,"djent,progressive metal,math rock,metalcore","Unprocessed",0.339,0.746,11,-3.826,0,0.0437,0.00123,0.0202,0.127,0.0454,175.51,3
spotify:track:4qb73E397r4f0DEKpRN8xo,"Closer","Closer","Sundazer",2022-12-28,254571,56,false,,2025-09-06T21:09:48Z,"shoegaze","Sundazer Records",0.605,0.743,5,-7.258,0,0.03,0.0000571,0.935,0.66,0.245,139.965,4
spotify:track:06jJR7aNo7DFctfcEUp91q,"stacks from all sides","stacks from all sides","gani",2025-06-29,119988,33,false,,2025-08-13T09:00:32Z,"","9734670 Records DK",0.866,0.555,10,-3.524,0,0.0599,0.0348,0.0012,0.523,0.471,123.05,4
spotify:track:0hTT5v7M5pxXBHgsXU0lkP,"clove","star★☆","saoirse dream;wishlane",2022-11-18,209383,1,false,,2025-06-02T11:29:50Z,"hyperpop","Lauren Records",0.459,0.688,4,-7.551,1,0.128,0.0201,0.000717,0.133,0.355,117.962,4
spotify:track:7hPLPHeKbwJrsuDHv4BCTA,"Tears Over Beers","Sports","Modern Baseball",2012-11-27,168750,70,false,,2025-05-25T13:55:29Z,"midwest emo,emo,pop punk,folk punk,math rock","Lame-O Records",0.286,0.63,1,-7.051,1,0.0661,0.000834,0.000752,0.107,0.313,179.975,3
spotify:track:0mROspyBziPHPyxTPFvKaH,"God Is A Weapon","God Is A Weapon","Falling In Reverse;Marilyn Manson",2025-05-20,215444,78,true,,2025-05-24T12:30:52Z,"emo,rap metal,industrial metal,industrial rock,industrial,metal,nu metal","Epitaph",0.526,0.638,0,-4.477,1,0.0361,0.000614,0.00154,0.0961,0.237,134.944,4
spotify:track:6wmcc8VuCwB6VFxeBN9aGJ,"wasting time.","Amore is Gone","Husoul",2024-06-11,187586,13,false,,2025-05-24T05:16:54Z,"breakcore,jungle","1140925 Records DK2",0.638,0.696,7,-8.381,1,0.0622,0.044,0.391,0.0923,0.368,173.997,4
spotify:track:1T38okUZknebljidMNSvfJ,"Leave Me Alone","Leave Me Alone","Reneé Rapp",2025-05-21,141738,46,true,,2025-05-24T05:15:57Z,"","Interscope Records",0.732,0.849,5,-3.501,0,0.165,0.0248,0,0.0789,0.879,131.03,4
spotify:track:7qbfpHIhLBQh228oVnDzwu,"He-Man Woman Hater","Extreme II - Pornograffitti","Extreme",1990-01-01,379960,36,false,,2025-05-21T09:52:43Z,"glam metal","A&M",0.457,0.931,1,-8.903,1,0.0494,0.00993,0.13,0.063,0.499,102.049,4
spotify:track:29JLgNBcOky7QB68OrvYxO,"Gethsemane","Even In Arcadia","Sleep Token",2025-05-09,383400,74,false,,2025-05-19T08:34:05Z,"progressive metal,metalcore","Sleep Token/RCA Records",0.378,0.599,1,-7.677,1,0.0361,0.00346,0.0000406,0.381,0.134,141.027,4
spotify:track:3xQSG1eYo06kXI3JkPKllf,"In the Name of the Father","In the Name of the Father","PRESIDENT",2025-05-15,227156,64,false,,2025-05-19T08:34:00Z,"metalcore","King Of Terrors",0.562,0.871,8,-4.374,1,0.0537,0.00244,0.142,0.092,0.321,100.013,4
spotify:track:4J5arqTOcr9NXwBeWKemvM,"REAL AS THEY COME","REAL AS THEY COME","Atash;Y$57;PYRXCRIED",2025-05-16,111473,30,true,,2025-05-18T10:33:45Z,"trap metal,horrorcore","TWIN FUNERALS",0.476,0.911,11,-4.944,1,0.159,0.000129,0.000138,0.0784,0.766,190.211,3
spotify:track:0oxYB9GoOIDrdzniNdKC44,"When the Sun Hits","Souvlaki","Slowdive",1993,285906,78,false,,2025-05-18T10:10:51Z,"shoegaze,dream pop,slowcore","Creation Records",0.33,0.532,2,-11.764,1,0.0263,0.00101,0.709,0.101,0.218,93.512,4
spotify:track:1Qb2KRdSyk4UtRsbUAW6IG,"IGYEIH","From Zero (Deluxe Edition)","Linkin Park",2025-05-16,209083,62,false,,2025-05-17T19:22:14Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.442,0.968,2,-3.417,1,0.126,0.00227,0.0000153,0.296,0.308,159.974,4
spotify:track:78nx0HDJIFD5xDq2L5420Z,"Blessings","Blessings","Calvin Harris;Clementine Douglas",2025-05-09,219650,84,false,,2025-05-17T13:34:20Z,"edm","Columbia",0.721,0.875,11,-4.125,0,0.0557,0.0022,0.0285,0.0888,0.642,129.913,4
spotify:track:7rMeFXktL5RkvBJ4gjSt2J,"FORGET","FORGET","Electric Sunrise",2025-05-16,184000,11,false,,2025-05-16T10:29:03Z,"","2026160 Records DK2",0.475,0.755,5,-10.528,1,0.0721,0.00158,0.00563,0.455,0.72,179.977,4
spotify:track:5uQBpfnAzmg0MrpxOkhfFS,"Radio - VIP","Radio (VIP)","Fade Black;Bastion",2024-10-03,217674,25,false,,2025-05-15T01:12:24Z,"drum and bass,liquid funk","UKF",0.495,0.957,8,-1.464,1,0.157,0.0117,0.000316,0.293,0.197,110.49,5
spotify:track:4PGiHolWSgCIT0BmpO2VA2,"Shapes","Shapes","Fade Black;Bastion;Catching Cairo",2021-08-17,215172,43,false,,2025-05-15T01:12:13Z,"drum and bass,liquid funk","Pilot.",0.453,0.932,1,-3.212,1,0.11,0.00144,0.000147,0.1,0.499,174.063,4
spotify:track:0ftvcxmgmafkBWUxvPpRDb,"Open Season","Open Season","Catching Cairo;LZee;Fade Black;Bastion",2025-01-30,171034,51,true,,2025-05-15T01:11:19Z,"liquid funk,drum and bass,uk garage","UKF",0.669,0.822,2,-1.343,1,0.0972,0.000814,0.0000201,0.682,0.505,174.007,4
spotify:track:2Zn12xU6KKYeG257ZjrTuK,"Elysium","Polaris / Elysium","Fade Black",2021-11-19,246857,32,false,,2025-05-15T01:11:10Z,"drum and bass,liquid funk","Critical Music",0.529,0.947,10,0.282,1,0.207,0.00406,0.694,0.169,0.0798,175.181,4
spotify:track:3NvttPtSmUTY0EHZiF9fgs,"Pray For Me (feat. Joe Killington)","Pray For Me (feat. Joe Killington)","Camo & Krooked;Mefjus;Joe Killington",2024-03-28,245485,42,false,,2025-05-15T00:35:37Z,"drum and bass,liquid funk,drumstep,hardstyle","MODUS",0.461,0.892,7,-0.662,1,0.114,0.0233,0.00311,0.0847,0.233,175.003,4
spotify:track:6x11fa9NsoHOq2x5AuL37G,"Watch It Burn","Cross The Line","Camo & Krooked;Ayah Marar",2011-10-03,208930,45,false,,2025-05-15T00:34:06Z,"drum and bass,liquid funk,drumstep","Hospital Records",0.356,0.868,8,-4.258,0,0.0508,0.0000814,0,0.619,0.153,174.013,4
spotify:track:3hbcbNPV51UE7d38iydzvU,"No Tomorrow","No Tomorrow","Camo & Krooked;Mefjus;Sophie Lindinger",2020-10-16,271542,46,false,,2025-05-15T00:26:13Z,"drum and bass,liquid funk,drumstep","Hospital Records",0.461,0.65,1,-0.119,1,0.0323,0.0117,0.00000703,0.142,0.171,87.523,4
spotify:track:7v11L9CN3sL9BDdiNrmpRe,"Lose Control (feat. ILIRA)","Lose Control (feat. ILIRA)","Wilkinson;Camo & Krooked;Mefjus;ILIRA",2025-05-12,248142,14,false,,2025-05-15T00:12:20Z,"drum and bass,liquid funk,drumstep","Sleepless Music",0.426,0.888,2,0.822,0,0.0399,0.00257,0.0000812,0.179,0.0954,173.986,4
spotify:track:5KyBrbwbNY35xlat222TVi,"Want To Love","Raw Tracks and Reworks","Aloboi",2024-08-08,339057,3,false,,2025-05-15T00:10:35Z,"","Basire Records",0.644,0.575,5,-10.151,0,0.0368,0.0118,0.903,0.111,0.186,120.043,4
spotify:track:5KP3N50sU70l8J1IdOFIEG,"Paranoid - Just Raw Instrumental","Paranoid (Just Raw)","Aloboi",2025-02-07,85894,54,false,,2025-05-15T00:09:50Z,"","Basire Records",0.312,0.0146,3,-13.695,1,0.0459,0.716,0.257,0.141,0.471,170.361,4
spotify:track:6Y7vnTPMGIuNP9w0r9FEQ4,"push you away","push you away","aldn",2025-03-12,139742,42,false,,2025-05-15T00:06:41Z,"hyperpop,glitch","aldn",0.509,0.697,5,-5.842,1,0.0338,0.122,0,0.191,0.228,97.155,3
spotify:track:4fFs7rTV4oXwTw2kjUPagD,"Thousand yard stare","Aired out","kmoe",2025-05-13,198192,13,false,,2025-05-14T23:58:42Z,"hyperpop,glitch","deadAir",0.499,0.703,2,-2.858,0,0.0327,0.000184,0.0188,0.874,0.15,103.006,4
spotify:track:2BicHItEEEhdtnJHzwVq6e,"Linoleum","Linoleum","kmoe",2024-06-05,201407,40,false,,2025-05-14T23:58:39Z,"hyperpop,glitch","kmoe industries",0.561,0.661,1,-2.428,1,0.0913,0.143,0.0223,0.0976,0.372,179.949,4
spotify:track:6HoormOziAMkV1xVgqTciy,"GET USED TO IT (with brakence, glaive, ericdoa, kmoe & quinn)","""well, we made it this far!""","FROMTHEHEART",2025-02-06,200774,1,true,,2025-05-14T23:58:34Z,"hyperpop,glitch","FROMTHEHEART",0.763,0.626,2,-9.444,1,0.326,0.158,0,0.104,0.529,115.089,4
spotify:track:52iJ1Yu83SAt4oZlsLzE5H,"Do I keep you up","Aired out","kmoe",2025-05-13,139562,15,false,,2025-05-14T23:49:34Z,"hyperpop,glitch","deadAir",0.525,0.949,3,-2.649,0,0.343,0.0578,0.0000012,0.088,0.634,82.237,4
spotify:track:4Up5MhH38mjJmfQOsT7lMN,"Aired out","Aired out","kmoe",2025-05-13,188962,28,false,,2025-05-14T23:47:24Z,"hyperpop,glitch","deadAir",0.667,0.628,2,-3.359,1,0.0549,0.0855,0.00000728,0.247,0.448,123.494,4
spotify:track:4IA6pgGRmqfxWGAfyZ8cgR,"Verbatim","Touch Up","Mother Mother",2007-05-08,168320,71,true,,2025-05-14T23:46:18Z,"","Last Gang",0.827,0.58,7,-6.809,1,0.327,0.309,0,0.148,0.491,78.007,4
spotify:track:07q0QVgO56EorrSGHC48y3,"I Was Made For Lovin' You","Dynasty","KISS",1979-03-23,271240,84,false,,2025-05-12T09:15:45Z,"glam rock,glam metal,hard rock,rock,classic rock","Casablanca Records",0.768,0.852,4,-6.215,1,0.038,0.214,0.0000736,0.0723,0.867,128.373,4
spotify:track:4Q9WS9ARvL7rkokSbnhM96,"Detroit Rock City","Double Platinum","KISS",1978-04-02,215933,69,false,,2025-05-12T09:15:43Z,"glam rock,glam metal,hard rock,rock,classic rock","UMe Direct 2",0.546,0.9,5,-6.728,1,0.0691,0.0421,0.0000457,0.292,0.447,90.591,4
spotify:track:1brpdmqkx3kSxyqzqXfW7J,"Heaven's On Fire","Animalize","KISS",1984-09-13,201400,67,false,,2025-05-12T09:15:37Z,"glam rock,glam metal,hard rock,rock,classic rock","Casablanca Records",0.679,0.866,0,-6.053,1,0.0635,0.00376,0.000031,0.312,0.785,124.324,4
spotify:track:45jemzjdLd7OQFaDAqKNTD,"HIT","HIT","SEVENTEEN",2019-08-05,203493,45,false,,2025-04-29T11:43:48Z,"k-pop","PLEDIS Entertainment",0.616,0.904,9,-3.954,0,0.257,0.0938,0,0.161,0.709,130.017,4
spotify:track:6AknCCsxOsrJ2mkSdCtET1,"Agust D","Agust D","Agust D",2016-08-16,234082,68,true,,2025-04-29T10:40:10Z,"k-pop,k-rap","BIGHIT MUSIC",0.499,0.984,10,-2.148,0,0.309,0.0245,0,0.0455,0.592,79.987,4
spotify:track:4jMwQaDiDICry8Ia1gFnAn,"Guilty","Guilty - The 4th Mini Album","TAEMIN",2023-10-30,190173,62,false,,2025-04-29T10:25:20Z,"k-pop","SM Entertainment",0.572,0.777,6,-4.27,0,0.0421,0.289,0.00000442,0.141,0.665,81.983,3
spotify:track:5XZ4yL24BLKkysf4muf4yQ,"Shoot Me","Shoot Me : Youth Part 1","DAY6",2018-06-26,175836,60,false,,2025-04-29T10:01:44Z,"k-rock,k-pop","Republic Records - DAY6",0.584,0.916,1,-1.396,1,0.149,0.0683,0,0.0489,0.731,167.934,4
spotify:track:63j1HWrXmSk1zK7IZYQepo,"STUNNER","STUNNER - The 2nd Mini Album","TEN",2025-03-24,214440,77,false,,2025-04-29T09:57:43Z,"k-pop","SM Entertainment",0.554,0.806,1,-5.075,1,0.111,0.00637,0,0.0509,0.566,188.025,4
spotify:track:311JYa3es2DFv4mWOIjKUT,"SMD - Lil Texas Remix","SMD (Lil Texas Remix)","RomancePlanet;Lil Texas",2025-02-07,126000,54,true,,2025-04-29T07:53:49Z,"hyperpop,frenchcore,hardstyle,hardcore,gabber,speedcore,hardcore techno,tekno,hard techno","broke",0.637,0.997,3,-0.611,1,0.102,0.011,0.135,0.0836,0.837,159.952,4
spotify:track:07wo2hCEiVVJORV0cK2W4i,"Dreams","Dreams","Geoxor",2025-04-25,262500,35,false,,2025-04-29T07:38:12Z,"dubstep","Geoxor Music under exclusive license to Geoxor Music IKE",0.72,0.96,6,-2.502,0,0.038,0.0114,0.934,0.109,0.0396,127.988,4
spotify:track:3FvzeaesPY35bhhj55u4zJ,"あなぐらぐらし","きくおミク６","Kikuo",2019-11-06,365235,58,false,,2025-04-28T15:46:29Z,"vocaloid","KARENT",0.604,0.676,9,-9.786,1,0.0437,0.0268,0.444,0.365,0.184,96.463,4
spotify:track:5rhyzGp9YFZtgadBaJEGNW,"1985","Crash Kings","Crash Kings",2009-01-01,222133,19,false,,2025-04-28T15:10:24Z,"","Custard/Universal Motown Records",0.357,0.93,1,-4.5,1,0.0531,0.00073,0.00000749,0.122,0.604,158.507,4
spotify:track:26MEeaO5tkVJmOG7ZVgVap,"It's Only Wednesday","Crash Kings","Crash Kings",2009-01-01,184040,32,false,,2025-04-28T15:03:22Z,"","Custard/Universal Motown Records",0.401,0.779,1,-3.619,1,0.0333,0.0362,0.00000563,0.194,0.559,179.217,4
spotify:track:5R687dJRSMTx080xDdS1UB,"Consider Your Position","S/T","Train Breaks Down",2024-03-01,201750,48,false,,2025-04-26T10:24:20Z,"midwest emo,screamo,math rock","Train Breaks Down",0.57,0.794,3,-9.538,0,0.0607,0.155,0.579,0.123,0.597,159.955,4
spotify:track:5qBg1fQvEnTWYkcnIFjdTF,"Permanent as Your Errors","S/T","Train Breaks Down",2024-03-01,217226,50,false,,2025-04-26T10:24:20Z,"midwest emo,screamo,math rock","Train Breaks Down",0.321,0.827,8,-8.519,0,0.0673,0.00204,0.89,0.17,0.533,179.99,4
spotify:track:6C4ES2lqmfDNzQQbZ1xQ4m,"Forty Hour Suit","S/T","Train Breaks Down",2024-03-01,211800,50,false,,2025-04-26T10:24:19Z,"midwest emo,screamo,math rock","Train Breaks Down",0.296,0.827,3,-9.155,0,0.0601,0.0179,0.26,0.105,0.584,66.786,5
spotify:track:4bzbaBvahwx1R0jyh5TO8U,"Surreal","Anomaly III","Flawed Mangoes",2025-04-23,287324,64,false,,2025-04-23T17:24:20Z,"","Artist Partner Group",0.354,0.867,2,-5.137,1,0.0367,0.000423,0.00247,0.13,0.417,155.983,4
spotify:track:31JFXsBWzLzsW8DQWrqtY6,"Circle of Death","Anomaly II","Flawed Mangoes",2025-03-05,160017,37,true,,2025-04-23T10:12:04Z,"","Artist Partner Group, Inc.",0.362,0.909,2,-5.972,1,0.046,0.000932,0.0226,0.181,0.48,81.984,4
spotify:track:0meHszPk08ii2db4GNqS83,"After Hours","After Hours","ellis",2023-02-10,157883,43,false,,2025-04-22T06:31:11Z,"future house","bad yeti",0.654,0.857,11,-3.866,0,0.0787,0.0633,0.00000492,0.292,0.716,117.965,4
spotify:track:5GgiDYTRlUqnl0v0kCSgeH,"The Taste","The Taste/Orbit","ellis",2021-04-09,182000,45,false,,2025-04-22T06:30:51Z,"future house","Monstercat",0.821,0.535,7,-4.462,1,0.0441,0.288,0.000271,0.138,0.53,119.952,4
spotify:track:546t9pAB6YlRPxuP54GnqO,"Strangers","Secret Level","No Mana;Jantine",2020-02-14,283124,7,false,,2025-04-21T14:49:01Z,"","mau5trap Venture Limited",0.435,0.684,1,-7.064,0,0.0556,0.0132,0.00055,0.0818,0.195,127.913,4
spotify:track:6EPHIqmGoLIpzOs5WpaFlU,"Peak Darkness","Ebb & Flow #1","Sysdemes",2021-02-12,285000,33,false,,2025-04-21T11:52:16Z,"progressive house","Enhanced Progressive",0.796,0.789,4,-9.126,0,0.108,0.141,0.888,0.654,0.109,128.001,3
spotify:track:5sbsBKsvwpQdSMZzge0Fy6,"Leave The World Behind","Leave The World Behind","nuphory;Luna Lenta",2024-01-31,217389,33,false,,2025-04-21T10:34:43Z,"rally house,breakcore,jungle","Monstercat",0.381,0.997,7,-2.268,1,0.0653,0.000439,0.933,0.25,0.209,137.968,4
spotify:track:0xmjnYi5Y6t6QqsnWF7nZ6,"Everlasting","I Contain Flashing Images","No Mana;EMSKI",2024-05-30,222720,31,false,,2025-04-21T09:53:52Z,"","Monstercat",0.693,0.925,7,-7.314,0,0.0533,0.0588,0.462,0.104,0.308,125.032,4
spotify:track:3Yt28EcfVWwACe63eZNM5a,"MOLDY MEMORIES (peer pressure turned me into a diamond)","MOLDY MEMORIES (peer pressure turned me into a diamond)","DUCKBOY",2025-04-10,150925,40,true,,2025-04-16T06:45:57Z,"","G59 Records",0.385,0.996,6,-3.204,1,0.105,0.000021,0.788,0.482,0.736,84.49,4
spotify:track:3IV4swNduIRunHREK80owz,"Rollin' (Air Raid Vehicle)","Chocolate Starfish And The Hot Dog Flavored Water","Limp Bizkit",2000-10-17,213760,83,true,,2025-04-16T06:44:46Z,"nu metal,rap metal,alternative metal,rap rock","Interscope",0.603,0.933,1,-3.358,1,0.171,0.00591,0,0.206,0.709,96.311,4
spotify:track:2gSVKxPDww9Eep5rdvtdem,"My Way","Chocolate Starfish And The Hot Dog Flavored Water","Limp Bizkit",2000-10-17,272973,79,true,,2025-04-16T06:44:36Z,"nu metal,rap metal,alternative metal,rap rock","Interscope",0.577,0.864,6,-3.981,1,0.0462,0.02,0.00000171,0.683,0.609,97.225,4
spotify:track:6holGuk1jKHTdWyWBOZi8l,"My Generation","Chocolate Starfish And The Hot Dog Flavored Water","Limp Bizkit",2000-10-17,221000,75,true,,2025-04-16T06:44:17Z,"nu metal,rap metal,alternative metal,rap rock","Interscope",0.458,0.978,11,-2.389,1,0.192,0.00231,0.00000211,0.111,0.341,104.013,4
spotify:track:4S89VpnqujKHfJ8Ej44O8N,"It's ok, we're ok","It's ok, we're ok","TwentyTwo5",2025-04-11,209185,0,false,,2025-04-15T21:20:05Z,"future bass","TwentyTwo5",0.517,0.522,2,-10.263,1,0.0285,0.00277,0.727,0.107,0.0394,144.982,4
spotify:track:4Dj2G2YWNE85X5qVeaPTnL,"break a light","break a light","san;thatcherblackwood",2025-04-11,199389,0,true,,2025-04-14T05:58:34Z,"hyperpop","poleax",0.275,0.67,6,-6.603,0,0.0574,0.000292,0.000263,0.0908,0.0977,151.65,4
spotify:track:7vv89PswQvqGKCGJ1rw5on,"FIELD TRIP","VULTURES 2","¥$;Kanye West;Ty Dolla $ign",2024-08-03,163155,71,true,,2025-04-12T09:58:38Z,"rap,trap soul","YZY",0.731,0.686,11,-4.707,0,0.121,0.054,0,0.0865,0.458,121.991,4
spotify:track:7a4dV5aM4pHsTdOkqIVK8l,"angels in camo","Revengeseekerz","Jane Remover",2025-04-04,221544,52,true,,2025-04-09T09:41:19Z,"hyperpop","deadAir",0.205,0.854,10,-4.317,0,0.0922,0.00408,0,0.269,0.239,147.095,4
spotify:track:5pt8I0fp9O0nhdIs3GgEBo,"Experimental Skin","Revengeseekerz","Jane Remover",2025-04-04,300445,50,true,,2025-04-08T21:37:42Z,"hyperpop","deadAir",0.405,0.902,10,-4.469,0,0.103,0.0185,0,0.21,0.46,144.585,4
spotify:track:7BMSBNctr9IPelr6MFvuRL,"Psychoboost","Revengeseekerz","Jane Remover;Danny Brown",2025-04-04,244844,54,true,,2025-04-08T21:24:24Z,"hyperpop,experimental hip hop,alternative hip hop","deadAir",0.575,0.913,10,-4.37,0,0.384,0.0188,0,0.082,0.675,150.027,4
spotify:track:6XuQzFKU3rJNNEEs6lyIuQ,"Flash in the Pan","Flash in the Pan","Jane Remover",2024-07-31,223365,53,true,,2025-04-01T19:24:32Z,"hyperpop","Many Hats Distribution",0.569,0.76,3,-6.396,1,0.0639,0.423,0,0.184,0.527,155.049,4
spotify:track:1QkeomwCeKgXOEWoMHzrXr,"Dancing with your eyes closed","Dancing with your eyes closed","Jane Remover",2025-02-26,230526,59,true,,2025-04-01T19:24:10Z,"hyperpop","deadAir",0.532,0.79,10,-5.123,1,0.162,0.0411,0.00000152,0.156,0.45,152.028,4
spotify:track:1brgXYDZLS2qiQBHY6Rwv8,"Thousand yard stare","Thousand yard stare","kmoe",2025-03-05,198192,30,false,,2025-04-01T19:20:56Z,"hyperpop,glitch","deadAir",0.499,0.703,2,-2.858,0,0.0327,0.000184,0.0188,0.874,0.15,103.006,4
spotify:track:5IL3VPDy5siXiptYHF2aLS,"Up From the Bottom","Up From the Bottom","Linkin Park",2025-03-27,183223,70,false,,2025-03-30T14:14:01Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.615,0.937,5,-3.362,0,0.044,0.00698,0,0.242,0.601,107.018,4
spotify:track:5ITV0zqzjOYfFWpW0xBmRa,"Show Me Love","Show Me Love","WizTheMc;bees & honey",2025-02-07,176965,86,false,,2025-03-30T14:10:55Z,"","Bamboo Artists",0.714,0.691,1,-7.333,1,0.0434,0.0212,0.000292,0.111,0.155,107.15,4
spotify:track:0t8E8aKZazThARLXCrr72L,"DA PIT (feat. XAE) - Automhate & MAD DUBZ Remix","DA PIT (feat. XAE) [Automhate & MAD DUBZ Remix]","INFEKT;HAMRO;XAE;Automhate;MAD DUBZ",2025-03-28,215172,13,true,,2025-03-28T20:54:10Z,"riddim,dubstep,deathstep,bass music","Bassrush Records",0.584,0.853,11,-2.422,1,0.338,0.0745,0.287,0.567,0.118,145.114,4
spotify:track:2CVBtAMkItGb969TRstupO,"I don't know how to explain to you that you should care about other people","I don't know how to explain to you that you should care about other people","wishlane",2025-03-28,339574,0,false,,2025-03-28T20:49:41Z,"hyperpop","wishlane",0.202,0.488,1,-10.018,1,0.0403,0.674,0.0603,0.973,0.0721,94.887,4
spotify:track:5xTxkw7kfPFuG2C5CNlU6G,"ID63","ID63","yaego;jsn",2025-03-28,238459,2,false,,2025-03-28T20:49:37Z,"breakcore","HAMSQUAD RECORDS | high off seahorse",0.501,0.649,1,-9.592,0,0.0787,0.0187,0.166,0.251,0.276,121.902,4
spotify:track:6oqiSwJiutJmit9UzL2PJu,"Binary Data V","Binary Data, Vol. 1","Alfonso Peduto",2022-11-26,369778,32,false,,2025-03-25T20:57:56Z,"neoclassical","Alfonso Peduto",0.408,0.439,7,-12.786,0,0.0386,0.973,0.917,0.134,0.356,80.013,4
spotify:track:2NM9FA77IPJ3vQFttZrQpv,"Binary Data IV","Binary Data, Vol. 1","Alfonso Peduto",2022-11-26,174206,51,false,,2025-03-25T20:46:35Z,"neoclassical","Alfonso Peduto",0.28,0.542,3,-12.153,0,0.0348,0.984,0.796,0.192,0.584,106.787,4
spotify:track:2sOnsY5tUHDDEkrGmtRc7G,"Long Gone","Stare At The Void","Superheaven",2025-03-20,211999,21,false,,2025-03-23T15:17:39Z,"shoegaze,post-grunge","Blue Grape Music Inc.",0.439,0.885,9,-3.613,1,0.0626,0.000194,0.1,0.126,0.414,114.975,4
spotify:track:09TmpLVly9ZZ5DDzMVG7Jr,"Pave Paradise","Songs To Scream At The Sun","Have Heart",2008-07-08,107360,36,true,,2025-03-21T18:46:48Z,"hardcore,melodic hardcore,hardcore punk","Bridge Nine Records",0.474,0.97,1,-4.748,1,0.0806,0.00481,0.00000118,0.2,0.481,92.55,4
spotify:track:5uuPDgZe2xlN5UN4sUQyAc,"Sleepyhead","Sleepyhead","Jutes",2024-08-01,192340,64,true,,2025-03-21T18:27:01Z,"","Jutes [Too Lost]",0.535,0.844,7,-3.466,0,0.112,0.000959,0.00356,0.578,0.533,141.026,4
spotify:track:1NiPI7ATyw4ZwI2b858XrT,"Saccharine","Saccharine","VIOLENT VIRA",2025-01-24,192347,65,false,,2025-03-21T18:26:46Z,"","Mom+Pop",0.378,0.91,10,-2.81,0,0.111,0.0017,0.0000211,0.102,0.328,162.081,4
spotify:track:4JpUHYV5xwiBHx9wnTSjh1,"Inhumane","Fatalism","Polaris",2023-09-01,239291,50,false,,2025-03-21T18:26:35Z,"metalcore,djent,metal,deathcore","SHARPTONE",0.491,0.98,2,-2.68,1,0.0977,0.000294,0.00000655,0.0818,0.379,95.992,4
spotify:track:6ApFw0KmCRA0X0p2Vbqm0U,"Gauze","Koi No Yokan","Deftones",2012-11-09,281400,59,false,,2025-03-21T18:26:29Z,"nu metal,alternative metal,rap metal,shoegaze,rock","Reprise",0.321,0.926,0,-4.789,1,0.064,0.000107,0.0437,0.353,0.287,110.199,4
spotify:track:3ZffCQKLFLUvYM59XKLbVm,"Wake Me up When September Ends","American Idiot","Green Day",2004-09-21,285653,81,false,,2025-03-21T18:26:15Z,"punk,pop punk","Reprise",0.546,0.814,7,-5.146,1,0.0314,0.023,0,0.0972,0.146,104.98,4
spotify:track:1nLnpLXvl68RZCSjfkyiaa,"Brain Stew","Insomniac","Green Day",1995-10-10,193000,79,true,,2025-03-20T09:25:21Z,"punk,pop punk","Reprise",0.559,0.543,1,-5.429,1,0.302,0.00133,0.00002,0.0577,0.337,75.958,4
spotify:track:3RAFcUBrCNaboRXoP3S5t1,"Psychosocial","All Hope Is Gone (10th Anniversary)","Slipknot",2008-08-20,284120,79,false,,2025-03-20T09:25:10Z,"nu metal,metal,alternative metal,rap metal,heavy metal","Roadrunner Records",0.568,0.981,2,-3.889,1,0.0887,0.00269,0.00275,0.0243,0.307,135.146,4
spotify:track:2HBBM75Xv3o2Mqdyh1NcM0,"Heavy Is the Crown","From Zero","Linkin Park",2024-11-15,167012,77,false,,2025-03-20T09:25:01Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.571,0.928,4,-3.725,0,0.0453,0.00932,0,0.297,0.488,127.939,4
spotify:track:0gchQwxmBWj5no8NJ8b2yH,"Sleepwalking","Sempiternal (Expanded Edition)","Bring Me The Horizon",2013-04-01,230093,73,false,,2025-03-20T09:24:24Z,"metalcore,emo,screamo,rock,post-hardcore","RCA Records Label",0.4,0.959,2,-3.258,0,0.103,0.000187,0.00000421,0.231,0.339,149.062,4
spotify:track:3RzYbj6Rr6mSJCar4Ua86F,"I Don't Care","I Don't Care","VIOLENT VIRA",2021-09-24,181028,68,false,,2025-03-20T09:24:18Z,"","VIOLENT VIRA",0.367,0.856,1,-7.358,1,0.0783,0.0024,0,0.15,0.253,175.017,4
spotify:track:3UygY7qW2cvG9Llkay6i1i,"Going Under","Fallen","Evanescence",2003-03-04,214946,79,false,,2025-03-20T09:24:11Z,"alternative metal","The Bicycle Music Company",0.37,0.858,11,-4.885,0,0.0545,0.00815,0.0000212,0.229,0.464,175.077,4
spotify:track:5pKCDm2fw4k6D6C5Rk646C,"Tears Don't Fall","The Poison","Bullet For My Valentine",2005,348386,67,true,,2025-03-20T09:23:59Z,"metalcore,metal","20-20 Entertainment LLC",0.214,0.931,7,-3.347,0,0.143,0.000705,0.00000309,0.0797,0.233,162.115,4
spotify:track:6wqJeItl3Vc3az4ZicSQAB,"Before I Forget","Vol. 3: The Subliminal Verses (Special Edition)","Slipknot",2004,278600,78,false,,2025-03-20T09:23:53Z,"nu metal,metal,alternative metal,rap metal,heavy metal","Roadrunner Records",0.291,0.974,6,-2.997,0,0.171,0.0177,0.00000544,0.886,0.348,134.724,4
